timestamps,X,Y,Z,Marker0
1749427900.893,0.177,-0.036,0.960,0
1749427900.936,0.179,-0.038,0.957,0
1749427900.936,0.180,-0.032,0.962,0
1749427900.936,0.184,-0.032,0.963,0
1749427900.994,0.184,-0.039,0.970,0
1749427900.994,0.182,-0.038,0.971,0
1749427900.994,0.186,-0.036,0.978,0
1749427901.054,0.188,-0.025,0.981,0
1749427901.054,0.186,-0.020,0.973,0
1749427901.054,0.186,-0.013,0.965,0
1749427901.114,0.182,-0.017,0.960,0
1749427901.114,0.180,-0.026,0.962,0
1749427901.114,0.181,-0.033,0.963,0
1749427901.178,0.182,-0.043,0.966,0
1749427901.178,0.183,-0.056,0.967,0
1749427901.178,0.187,-0.061,0.972,0
1749427901.219,0.186,-0.070,0.971,0
1749427901.219,0.183,-0.076,0.968,0
1749427901.219,0.188,-0.075,0.969,0
1749427901.279,0.185,-0.068,0.970,0
1749427901.279,0.186,-0.058,0.971,0
1749427901.279,0.178,-0.044,0.966,0
1749427901.339,0.177,-0.033,0.953,0
1749427901.339,0.179,-0.031,0.950,0
1749427901.339,0.179,-0.036,0.951,0
1749427901.399,0.187,-0.045,0.967,0
1749427901.399,0.193,-0.044,0.983,0
1749427901.399,0.190,-0.048,0.991,0
1749427901.449,0.194,-0.049,0.987,0
1749427901.449,0.190,-0.047,0.972,0
1749427901.449,0.188,-0.038,0.964,0
1749427901.504,0.184,-0.045,0.958,0
1749427901.504,0.181,-0.052,0.956,0
1749427901.504,0.181,-0.056,0.960,0
1749427901.566,0.182,-0.056,0.962,0
1749427901.566,0.189,-0.059,0.962,0
1749427901.566,0.193,-0.057,0.956,0
1749427901.624,0.196,-0.059,0.962,0
1749427901.624,0.196,-0.059,0.962,0
1749427901.624,0.193,-0.054,0.972,0
1749427901.624,0.194,-0.047,0.972,0
1749427901.669,0.190,-0.041,0.972,0
1749427901.669,0.194,-0.040,0.967,0
1749427901.669,0.188,-0.038,0.964,0
1749427901.734,0.192,-0.037,0.964,0
1749427901.734,0.189,-0.039,0.972,0
1749427901.734,0.183,-0.041,0.974,0
1749427901.789,0.184,-0.044,0.968,0
1749427901.789,0.184,-0.042,0.965,0
1749427901.789,0.182,-0.036,0.963,0
1749427901.849,0.183,-0.041,0.965,0
1749427901.849,0.192,-0.024,0.981,0
1749427901.849,0.189,-0.021,0.980,0
1749427901.894,0.187,-0.021,0.973,0
1749427901.894,0.185,-0.027,0.967,0
1749427901.894,0.184,-0.035,0.963,0
1749427901.955,0.177,-0.045,0.957,0
1749427901.955,0.177,-0.050,0.958,0
1749427901.955,0.184,-0.051,0.969,0
1749427902.030,0.187,-0.051,0.972,0
1749427902.030,0.186,-0.050,0.974,0
1749427902.030,0.187,-0.051,0.968,0
1749427902.063,0.185,-0.052,0.963,0
1749427902.063,0.185,-0.046,0.959,0
1749427902.063,0.186,-0.052,0.961,0
1749427902.119,0.185,-0.053,0.966,0
1749427902.119,0.183,-0.052,0.965,0
1749427902.119,0.183,-0.052,0.965,0
1749427902.179,0.186,-0.053,0.965,0
1749427902.179,0.188,-0.052,0.969,0
1749427902.179,0.184,-0.053,0.968,0
1749427902.239,0.183,-0.054,0.966,0
1749427902.239,0.186,-0.049,0.961,0
1749427902.239,0.187,-0.045,0.962,0
1749427902.299,0.189,-0.048,0.966,0
1749427902.299,0.189,-0.049,0.966,0
1749427902.299,0.185,-0.053,0.958,0
1749427902.344,0.183,-0.053,0.961,0
1749427902.344,0.180,-0.061,0.969,0
1749427902.344,0.181,-0.052,0.969,0
1749427902.404,0.185,-0.043,0.968,0
1749427902.404,0.190,-0.044,0.966,0
1749427902.404,0.195,-0.047,0.970,0
1749427902.464,0.194,-0.041,0.978,0
1749427902.464,0.191,-0.047,0.976,0
1749427902.464,0.193,-0.046,0.974,0
1749427902.523,0.190,-0.046,0.974,0
1749427902.523,0.187,-0.049,0.966,0
1749427902.523,0.188,-0.045,0.962,0
1749427902.574,0.186,-0.047,0.959,0
1749427902.574,0.191,-0.048,0.959,0
1749427902.574,0.189,-0.050,0.966,0
1749427902.629,0.185,-0.053,0.970,0
